광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
에스케이텔레콤 : SKT 갤럭시 폴더블6 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860713H01_1_24-TH-07-702
농협은행 : NH농협카드 zgm,2024-07-23,15.0,"금융,보험및증권",금융및보험,신용카드,농협은행주식회사,(주)딥다이브컴퍼니,(주)딥다이브컴퍼니,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860679H01_1_24-TH-07-679
한국토요타자동차 : 렉서스 LM 런칭,2024-07-23,15.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠엑스,덴츠맥거리보웬,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049
에스케이텔레콤 :  갤럭시 Z 폴더블6 육대급 혜택 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860710H01_1_24-TH-07-705
초이락컨텐츠컴퍼니 헬로카봇 삼총사 : 해결하자 극장편,2024-07-22,20.0,가정용품,완구류,완구류제품종합,주식회사초이락컨텐츠컴퍼니,메가존(주),초이락컨텐츠컴퍼니,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860625H01_1_24-TH-07-635
청주팜(주)강서점 청주팜 : 드립니다 행사편,2024-07-22,20.0,유통,대형유통,농수축산물테마점,농헙회사법인청주팜(주)강서점,(주)믿음컴퍼니,(주)믿음컴퍼니,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860612H01_1_24-TH-07-617
Airbnb : 다른 방편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860615H01_1_24-TH-07-624
삼성전자 갤럭시Z폴더블6 : 와우 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861344H01_1_24-TH-08-081
삼성전자 갤럭시Z폴더블6 : 도전해볼께요 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862711H01_1_24-TH-09-126
월트디즈니컴퍼니코리아 데드풀과 울버린 : 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860657H01_1_24-TX-07-051
Airbnb : 평화로운 시간편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860627H01_1_24-TH-07-623
아쿠아플라넷 광교 : 즐거움편,2024-07-22,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860658H01_1_24-TH-07-658
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-22,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-22,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-22,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지,(주)미래엔,(주)디블렌트,(주)디블렌트,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861175H01_1_24-TJ-07-041
"장성힐링파크 보성 비봉공룡공원 : 야외물놀이장, 글램핑장편",2024-07-22,20.0,서비스,스포츠및오락시설,스포츠및오락시설기타,농업회사법인장성힐링파크주식회사,(주)나라미디어,(주)나라미디어,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860621H01_1_24-TH-07-629
"어댑트 푸드올로지 : 택연, 이벤트편",2024-07-22,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860640H01_1_24-TH-07-642
에어비앤비 : Bedtime편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타,Airbnb,그룹엠코리아 주식회사,TBWA KOREA(주),30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860617H01_1_24-TH-07-625
월트디즈니 데드풀과 울버린 : 7월 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860657H01_1_24-TX-07-051
한국수력원자력 한수원 기업PR : 새로운 에너지 세상을 만들다편,2024-07-22,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국수력원자력(주),한국언론진흥재단,대홍기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862906H01_1_24-TH-09-256
삼성전자 갤럭시 Z 폴더블6 : 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862711H01_1_24-TH-09-126
호텔스컴바인드코리아 호텔스컴바인 : 여름편,2024-07-22,15.0,서비스,음식및숙박,음식및숙박기타,호텔스컴바인드코리아,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860614H01_1_24-TH-07-637
호텔스컴바인드코리아 호텔스컴바인 : 여름편,2024-07-22,15.0,서비스,음식및숙박,음식및숙박기타,호텔스컴바인드코리아,(주)제일기획,제일기획,,
경기도교육청 경기공유학교 홍보 : 우리의 길은 하나가 아니야편,2024-07-22,15.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도교육청,한국언론진흥재단,주식회사 메이크어스,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860660H01_1_24-TH-07-659
한국토요타자동차 렉서스 LM : 런칭편,2024-07-22,15.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049
한국토요타자동차 렉서스 LM : 런칭편,2024-07-22,15.0,수송기기,수입자동차,수입자동차기타,한국토요타자동차(주),(주)덴츠크리에이티브코리아,덴츠맥거리보웬,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862603H01_1_24-TH-09-049
영광군 2024 가마미해수욕장 썸머페스티벌 : 행사안내편,2024-07-22,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,영광군,(주)나라미디어,(주)나라미디어,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860618H01_1_24-TH-07-626
씨제이제일제당 백설 덮밥소스: 세계를 요리하는 남자편,2024-07-22,30.0,식품,대용식품,레토르트,씨제이제일제당(주),(주)에스엠컬처앤콘텐츠 광고사업부문,주식회사 다이나믹콩콩픽쳐스,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860622H01_1_24-TH-07-634
삼성전자 : Galaxy Brand 60초,2024-07-19,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860561H01_1_24-TH-07-579
이지예우리옷 : 한복 맞춤 대여,2024-07-19,20.0,패션,정장의류,정장의류기타,이지예우리옷,(주)나라미디어,(주)나라미디어,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860572H01_1_24-TH-07-599
하나은행 : 외환 2024 손흥민편 15초,2024-07-19,15.0,"금융,보험및증권",금융및보험,은행,주식회사하나은행,크리에이티브멋,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860577H01_1_24-TH-07-603
헨켈홈케어코리아 : 퍼실 디스크 세탁세제,2024-07-19,15.0,화장품및보건용품,세제류,세탁세제,헨켈홈케어코리아유한회사,TBWA KOREA(주),슈퍼마켓크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860565H01_1_24-TH-07-604
한국호야렌즈 : 호야 마이오스마트 근시진행억제 안경렌즈,2024-07-19,15.0,제약및의료,의료기기,의료기기기타,한국호야렌즈(주),그룹엠코리아 주식회사,DAMDA,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860554H01_1_24-TH-07-586
삼성전자 : 갤럭시 z 스마트폰 보상판매,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860559H01_1_24-TH-07-578
마인드마크 : 영화 빅토리 개봉,2024-07-19,15.0,서비스,문화및공연,영화,주식회사마인드마크,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861457H01_1_24-TH-08-153
진주시청 :  2024 국가유산 미디어아트 진주성,2024-07-19,15.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,진주시청,,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860590H01_1_24-HC-07-076
전라남도청 : 2024-2026 전남세계관광문화대전,2024-07-19,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전라남도청,,,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860564H01_1_24-HC-07-072
넷플릭스 : 영화 크로스,2024-07-19,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아유한회사,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860558H01_1_24-TH-07-582
서울항공여행사 :  무안 국제공항 출발 중국 황산 연태 여행,2024-07-19,40.0,서비스,여행,여행알선,(주)서울항공,(주)우일기획,(주)우일기획,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860594H01_1_24-TH-07-608
하나은행 : 외환 2024 손흥민편 36초,2024-07-19,36.0,"금융,보험및증권",금융및보험,은행,주식회사하나은행,크리에이티브멋,(주)에스엠컬처앤콘텐츠 광고사업부문,36.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860566H01_1_24-TH-07-602
보건복지부 : 저출산 공익광고 아이와 함께 감탄생활편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)레인보우커뮤니케이션,더블유프로덕션,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860576H01_1_24-TH-07-596
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 아빠편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)연합뉴스티브이,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860562H01_1_24-HC-07-074
삼성전자 Flexcam : 막 찍어도 인생사진편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860553H01_1_24-TH-07-577
링티 링티 : 도심편,2024-07-19,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861737H01_1_24-TH-08-370
링티 링티 : 도심편,2024-07-19,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,,
링티 링티 : 도심편,2024-07-19,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,,
한국수력원자력 기업PR : 새로운 에너지 세상을 만들다편,2024-07-19,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,한국수력원자력(주),(주)대홍기획,대홍기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862906H01_1_24-TH-09-256
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
피지오클래스  운동컨텐츠 : 운동이 답이야편,2024-07-19,20.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,피지오클래스,직거래,주식회사 피지오,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860607H01_1_24-TH-07-615
진주시청 진주문화유산야행 :  2024년편,2024-07-19,15.0,관공서및단체,중앙및지방관공서,지방자치단체,진주시청,(주)연합뉴스티브이,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860591H01_1_24-HC-07-075
스퀴즈맥주 세츠 애플사이더 : 너만의 크리에이티비티로편,2024-07-19,15.0,음료및기호식품,알콜음료,알콜음료기타,(주)스퀴즈맥주,(주)스프링앤플라워,(주)스프링앤플라워,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860589H01_1_24-TX-07-046
한국폴리텍대학 수시 신입생 모집 : 전북캠퍼스편,2024-07-19,20.0,교육및복지후생,교육기관,대학대학원,한국폴리텍대학전북캠퍼스,(주)씨엔에이플러스,(주)씨엔에이플러스,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860608H01_1_24-TH-07-616
원앤원 원할머니보쌈 : 보쌈의 정수편,2024-07-19,15.0,식품,축산품,생축산품,원앤원(주),(주)유니기획,크리에이티브멋,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860596H01_1_24-TH-07-610
SK엔무브 기업PR : 윤활유편,2024-07-19,30.0,그룹및기업광고,기타광고,기타기업PR,에스케이엔무브주식회사,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860555H01_1_24-TH-07-585
마인드마크 개봉 안내 : 빅토리편,2024-07-19,30.0,서비스,문화및공연,영화,주식회사마인드마크,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860573H01_1_24-TH-07-600
명륜당 명륜진사갈비 : 맥주까지 놀라운편,2024-07-19,15.0,서비스,음식및숙박,대중음식점,주식회사명륜당,(주)오리콤,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860579H01_1_24-TX-07-044
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)레인보우커뮤니케이션,더블유프로덕션,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860578H01_1_24-TH-07-597
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)레인보우커뮤니케이션,더블유프로덕션,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860578H01_1_24-TH-07-597
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)연합뉴스티브이,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860578H01_1_24-TH-07-597
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서,보건복지부,(주)연합뉴스티브이,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860578H01_1_24-TH-07-597
전주세계소리축제조직위 전주세계소리축제 : 24년편,2024-07-19,20.0,서비스,문화및공연,지역 및 문화축제,(사)전주세계소리축제조직위,(주)필애드,아쿠아픽쳐스,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861421H01_1_24-TH-08-128
스퀴즈맥주 세츠 애플사이더 : 모르겠어요편,2024-07-19,15.0,음료및기호식품,알콜음료,알콜음료기타,(주)스퀴즈맥주,(주)스프링앤플라워,(주)스프링앤플라워,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860588H01_1_24-TX-07-045
삼성전자 갤럭시Z폴더블6 : 도전해볼께요 바꿔보상 수정편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860552H01_1_24-TH-07-576
아쿠아플라넷 광교 : 즐거움 수정편,2024-07-19,30.0,서비스,스포츠및오락시설,공원및테마파크,아쿠아플라넷주식회사,(주)크로스오버커뮤니케이션,부귀영화,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860571H01_1_24-TH-07-598
한국복숭아생산자협의회 복숭아 소비촉진 : 피치해편,2024-07-19,20.0,식품,농산품,과실류원산,(사)한국복숭아생산자협의회,(주)붐커뮤니케이션,(주)붐커뮤니케이션,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860597H01_1_24-TH-07-609
에스케이엔무브 SK엔무브 : 액침냉각편,2024-07-19,30.0,그룹및기업광고,기타광고,기타기업PR,에스케이엔무브주식회사,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860556H01_1_24-TH-07-584
바이오라이프 닥터스킨 정수필터샤워기 : 필수템편,2024-07-19,15.0,가정용품,생활잡화및기기,생활잡화및기기기타,바이오라이프,이티비미디어,이티비몰,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860592H01_1_24-TH-07-607
아이비젼 엑스샷 인새니티 : 따로 또 같이편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타",아이비젼,직거래,(주)재능방송,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860536H01_1_24-TH-07-564
홈플러스 2024 썸머 홈플런 : 뛰어야 산다편,2024-07-18,15.0,유통,대형유통,대형유통제품종합,홈플러스(주),주식회사 에이치에스애드,(주)에이치에스애드,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860539H01_1_24-TH-07-567
롯데리아 리아불고기 : 만나는 순간편,2024-07-18,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860526H01_1_24-TX-07-043
롯데리아 리아불고기 : 다들 어때편,2024-07-18,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,,
서울항공 : 중국 황산 연태 여행편,2024-07-18,40.0,서비스,여행,여행알선,(주)서울항공,(주)우일기획,(주)우일기획,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860522H01_1_24-TH-07-551
삼성전자 AI 라이프 : 소상공인편,2024-07-18,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,삼성전자(주),(주)제일기획,키노플로우,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860519H01_1_24-TH-07-555
원앤원 원할머니보쌈 : 이찬원편,2024-07-18,15.0,식품,축산품,생축산품,원앤원(주),(주)유니기획,크리에이티브멋,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860516H01_1_24-TH-07-560
삼성전자 AI 라이프 : 신혼부부편,2024-07-18,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,삼성전자(주),(주)제일기획,키노플로우,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860517H01_1_24-TH-07-559
전주세계소리축제조직위원회 22회전주세계소리축제 : 행사 안내편,2024-07-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전주세계소리축제조직위원회,,,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860514H01_1_24-HC-07-071
전주세계소리축제조직위원회 22회전주세계소리축제 : 행사 안내편,2024-07-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전주세계소리축제조직위원회,,,,
에스케이텔레콤 바로 요금제 : 가족 모두 로밍 해결편,2024-07-18,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)메이트인디펜던스,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860879H01_1_24-TH-07-820
미래신용정보 : 포탈 게이트편,2024-07-18,15.0,"금융,보험및증권",금융및보험,금융및보험기타,미래신용정보(주),(주)쉐어스팟,쉐어스팟,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860520H01_1_24-TH-07-554
태안군 제1회 신진도 오징어 수산물 축제 : 행사안내편,2024-07-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,(주)탁,(주)케이아이씨애드,케이아이씨애드,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860515H01_1_24-TH-07-561
아이비젼 미니월드 : 푸드타임편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타",아이비젼,직거래,(주)재능방송,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860535H01_1_24-TH-07-563
넷플릭스 크로스 : 8월 공개편,2024-07-18,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아유한회사,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860540H01_1_24-TH-07-568
넥스트엔터테인먼트월드 행복의나라 : 티저편,2024-07-18,15.0,서비스,문화및공연,영화,(주)넥스트엔터테인먼트월드,(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860523H01_1_24-TH-07-550
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-18,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-18,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-18,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
아이비젼 미니월드 : 디저트타임편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타",아이비젼,직거래,(주)재능방송,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860537H01_1_24-TH-07-562
금호석유화학 Hugreen : 창 그 너머의 창편,2024-07-17,15.0,"건설,건재및부동산",건재,창호,금호석유화학(주),(주)오리콤,프로덕션썸,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860466H01_1_24-TH-07-517
롯데지알에스 : 롯데리아 대표버거 리아불고기 15초B,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860470H01_1_24-TX-07-037
롯데지알에스 : 롯데리아 대표버거 리아불고기 15초A,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860474H01_1_24-TX-07-034
롯데지알에스 : 롯데리아 불고기버거,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860493H01_1_24-TX-07-040
전라남도청 : 국립 의과대학 신설 추진,2024-07-17,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,전라남도청,,,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860462H01_1_24-HC-07-068
